,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Price,Location,MatchedDistricts,Description,Date,Lat,Lon,Bedrooms,Bathrooms,Apartment,WaterTank
10,10,10.0,10.0,9000000.0,KIMIRONKO,"KIMIRONKO, Rwanda",Ndagurisha ahantu harimo inzu ebyiri 2 inzu imwe niyubucuruzu ifite imiryango itatu 3 indi niyokubamo ifite chambre 4 tuwarete na saro muri make nimari ziri imusave hafi nu ruganda rwa Azam zigurishwa million 9 uzishaka hamagara tel 0783422422,Posted On: 10-Dec-2019,-1.942618,30.1382016,4,,False,False
11,11,11.0,11.0,42000000.0,KIMIRONKO,"KIMIRONKO, Rwanda",Ndagurisha inzu nziza cyane iri masizi hafi na kimironko ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu ir' ahantu heza cyane kumuhanda igurishwa million 42 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,Posted On: 10-Dec-2019,-1.942618,30.1382016,4,3,False,False
12,12,12.0,12.0,65000000.0,KANOMBE,"KANOMBE, Rwanda","for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kanombe
price:65.000.000rwf",Posted On: 10-Dec-2019,-1.9617271,30.146460700000002,4,3,False,True
13,13,13.0,13.0,65000000.0,KANOMBE,"KANOMBE, Rwanda","for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kanombe
price:65.000.000rwf",Posted On: 10-Dec-2019,-1.9617271,30.146460700000002,4,3,False,True
14,14,14.0,14.0,65000000.0,,,"Ifite ibyumba 4
nadushe natuwarete 3
nasaro nasaramanje
nakwizine nannexes
0784455496
0785477479",Posted On: 09-Dec-2019,,,4,3,False,False
15,15,15.0,15.0,80000000.0,,,"Ifite ibyumba 4
nadushe natuwarete 3
nakwizine nannexes
0784455496
0785477479",Posted On: 09-Dec-2019,,,4,3,False,False
16,16,16.0,16.0,20000000.0,KAGUGU,"KAGUGU, Rwanda","This is a new and well located house in kagugu build with strong materials. it has a big annex which is rent at60 000RWF Iyi nzu iri kagugu ahantu heza cyane kagugu ikaba yubatswe na block, ikaba ifite nindi nzu kuruhande ya annexe yinjiza 60 000Rwf. Details: .house:-3bedrooms,1bathrooms,dinning and sitting rooms,boy’s quarters, 2cars parking .Annex:-2bedrooms,1bathroom,dinning and sitting room,boy’quarters price:20millions www.kigalidealers.com 0788876411 0788876411(whatsApp)",Posted On: 09-Dec-2019,-1.9127471,30.0863809,3,1,False,False
17,17,17.0,17.0,75000000.0,,,"Ifite ibyumba 5
nadushe natuwarete 3
nakwizine nannexes
0784455496
0785477479",Posted On: 09-Dec-2019,,,5,3,False,False
18,18,18.0,18.0,100000000.0,,,"Ifite ibyumba 4
nadushe natuwarete 3
nakwizine nannexes
irahantu heza cyane
mwaduhamagara
0784455496
0785477479",Posted On: 09-Dec-2019,,,4,3,False,False
19,19,19.0,19.0,35000000.0,KIMIRONKO,"KIMIRONKO, Rwanda",Ndagurisha inzu nziza iri kimironko mwizindiro ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu igurishwa million 35 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,Posted On: 09-Dec-2019,-1.942618,30.1382016,4,3,False,False
20,20,20.0,20.0,60000000.0,KANOMBE,"KANOMBE, Rwanda",Ndagurisha inzu nziza cyane iri raparisi kuri cumi na kabiri hafi na kaburimbo ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu igurishwa million 60 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,Posted On: 09-Dec-2019,-1.9617271,30.146460700000002,4,3,False,False
21,21,21.0,21.0,55000000.0,KANOMBE,"KANOMBE, Rwanda",Ndagurisha inzu nziza cyane iri cumi na gatanu hafi na kaburimbo igurishwa million 55 ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,Posted On: 09-Dec-2019,-1.9617271,30.146460700000002,4,3,False,False
22,22,22.0,22.0,120000000.0,GACURIRO,"GACURIRO, Rwanda","Facebookgoogle_plusLinkedInWhatsAppEmail
Very new house for sale in Gacuriro with the following details 4bedrooms 4bathroooms dinning and sitting rooms Modern kitchen and storage annexes and servant quarters ground parking and garden and oficce Plot size: 30/25 price: 120millions For more cheaper and affordable house visit www.kiga;idealer.com Call us 0788876411",Posted On: 09-Dec-2019,,,4,,False,False
23,23,23.0,23.0,23000000.0,GISOZI,"GISOZI, Rwanda",KIGALI DEALERS REAL ESTATE ( Buy ; Sell ; Rent your Properties with Us In RWANDA!) FOR MORE visit www.kigalidealer.com your Property’Hunter Call us on 0788876411 iyi nzu iri Gisozi ahantu heza cyane hafi na kaburembo kandi nayo ninziza irimo na makaro ikaba igurishwa amafaranga angana na 23milion ifite ibyumba 3tuwarete1 na salo na salamange contact;www.kigalidealer.com call;0788876411 or whatssApp,Posted On: 09-Dec-2019,-1.9164179000000001,30.0879685,3,1,False,False
24,24,24.0,24.0,24000000.0,KIMIRONKO,"KIMIRONKO, Rwanda",Ndagurisha inzu ituzuye iri masizi ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu igurishwa million 24 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,Posted On: 09-Dec-2019,-1.942618,30.1382016,4,3,False,False
25,25,25.0,25.0,75000000.0,GACURIRO,"GACURIRO, Rwanda","From more properties visit www.kigalidealer.com
Call +250788876411
Whatssap: +250788876411
Gacuriro house for sale, this house is well located very closer to the main road
4bedrooms, with worldrobes 3bathrooms, office, diinning and sitting rooms, kichen with cabinets, boy's quarters and annexes
price: 75,000,000FRW
or more visit houses www.kigalidealer.com",Posted On: 09-Dec-2019,,,4,3,False,False
26,26,26.0,26.0,47000000.0,KANOMBE,"KANOMBE, Rwanda",Ndagurisha inzu iri kanombe ku gasaraba ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu igurishwa million47uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,Posted On: 09-Dec-2019,-1.9617271,30.146460700000002,4,3,False,False
27,27,27.0,27.0,65000000.0,KIBAGABAGA,"KIBAGABAGA, Rwanda","For more properties visit www.kigalidealer.com
Call +250788876411
Whatssap: +250788876411
Kibagabaga house for rent, this house is well located very closer to the main road
4bedrooms, with worldrobes 3bathrooms, office, diinning and sitting rooms, kichen with cabinets, boy's quarters and annexes
price: 65,000,000 FRW
or more visit houses www.kigalidealer.com",Posted On: 09-Dec-2019,-1.9342906000000002,30.117899600000005,4,3,False,False
28,28,28.0,28.0,2500000.0,KIMIRONKO,"KIMIRONKO, Rwanda","Ndagurisha inzu yamake iri hafi nu ruganda rwa Azam iri muri pariseri nini igurishwa million 2,500,000 ugurishwa iri kumuhanda uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422",Posted On: 09-Dec-2019,-1.942618,30.1382016,,,False,False
29,29,29.0,29.0,7000000.0,KIMIRONKO,"KIMIRONKO, Rwanda",Ndagurisha inzu yamake iri hafi nuruganda rwa Azam ifite chambre 3 na saro na magaze ifite ibyangombwa ubishaka wayongera ifite pariseri nini igurishwa million 7 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,Posted On: 09-Dec-2019,-1.942618,30.1382016,3,,False,False
30,30,30.0,30.0,,RWANDA,,"House for sale with:
4 bedrooms
3 bathrooms
Good kitchen
Sitting room
Dinning room
Parking
Gardens
Annexes
Contact agent mechack on +250789893874",Posted On: 09-Dec-2019,,,4,3,False,False
31,31,31.0,31.0,60000000.0,KIMIRONKO,"KIMIRONKO, Rwanda",Ndagurisha inzu nziza cyane ikomeye ifite na makorone igurishwa million 60 iri kimironko kwa nayinzira hafi nishuri rya egisera ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu uyishaka wa duhamagara kuri 0783422422,Posted On: 09-Dec-2019,-1.942618,30.1382016,4,3,False,False
32,32,32.0,32.0,,RWANDA,,"4 bedrooms, 3 bathrooms with hotwater, large combined. Living room, dining room and kitchen fully loaded, 2 terrassas, outside African kitchen, boys quarters (2 rooms), huge parking (7 cars) et lovely garden. Rent : 800$/month and Sale : 100.000$ ou equiv in Frw",Posted On: 09-Dec-2019,,,,3,False,False
33,33,33.0,33.0,,RWANDA,,"Very nice house with;
4 big bedroomscreen
3 bathrooms
Good kitchen
Sitting room
Dinning room
Annexes
Parking & gardens
Contact agent mechack on +250789893874",Posted On: 09-Dec-2019,,,4,3,False,False
34,34,34.0,34.0,20000000.0,GASABONEARZINDIRO,"GASABO, Rwanda","Ni amazu yo kwinjiza amafaranga aherereye muri GASABO hafi ya ZINDIRO KWA NAYINZIRA Igiciro ni:20,000,000 Welcome 'Call:0788414950",Posted On: 08-Dec-2019,-1.9523076000000001,30.1704795,,,False,False
35,35,35.0,35.0,400000000.0,KIMIHURURA,"KIMIHURURA, Rwanda","This Modern house available for sell in Kimihurura. Good residential location close to the city center. Lively neighborhood with tarmac road access. The house has all basic facilities, a big parking and front yard with covered parking. Has a big garden on the side and a staff house in the back of the main house.
Inside is a living and dining room, big and spacious. 5 bedrooms, with a self contained master bedroom and 2 bathrooms used by the 3 rooms. Close to the dining room is a kitchen that is big and fitted with cabinets, as well as a storage room. 10 minutes drive to the city center on a busy day, and less than 7 minutes on a good day. It is sold at 400,000,000RWF and rented at 2,500 USD when fully furnished and 2,000USD without furniture
For more details contact us on: +250788225193 whatsapp: +250782021688 or send an email to: jerremyd2002@yahoo.fr",Posted On: 08-Dec-2019,-1.9528328000000001,30.0817531,5,2,False,False
36,36,36.0,36.0,220000000.0,GISOZI,"GISOZI, Rwanda","7 NOVA CONSTRUCTION LTD Is proud to announce that we are selling a very nice Commercial plot located in a fast well developed prime area of Kigali city surely Kagugu. They boast of a magnificent overlooks of whole Kigali City, suitable for:

• Sundries shop / grocery

• Barber shop / hair salon

• Laundry / dry cleaning shop
Permitted Uses
• Small scale food and beverage outlets (e.g. cafes)

not exceeding 50 seats

•
Neighbourhood Park

• Park related public facilities such as public toilets/


changing rooms

•
Markets


•
Public facilities

•
Petrol stations
Conditional Uses
•
Apartment (on the 2nd storey and above)

But also residential single and multifamily houses, Schoools, Church, apartment development or Hotel. It measures 5296sqm(50m*105m) and sold at 200,000,000RWF. For more details contact us on:+250788225193/+250728225193/+250738225193 or send an e-mail to: jerremyd2002@yahoo.fr",Posted On: 08-Dec-2019,-1.9164179000000001,30.0879685,,,True,False
37,37,37.0,37.0,,KIYOVU,"KIYOVU, Rwanda","This apartment and hotel is a contemporary furnished apartment and hotel located in Kiyovu near Kigali city center.

The establishment is made up of twenty one fully furnished serviced suite and apartments set up in a serene environment in Kiyovu Kigali Capital City.

The apartments and hotel have suites, executive suites, one bedroom apartments and two bedroom apartments all suitable for business travelers and holidaymakers on short and long term stay.

The apartments are furnished with luxurious contemporary furnishing, and facilities that will assure that clients staying at the apartments is a pleasant one

The asking price is 3,060,000$(2,607,120,000RWF) all items(appliances) inclusive. Are you Investor? don't miss out this are opportunity come quick and be the first to get all of them. For more details contact us on: +250788225193/+250728225193/+250738225193 or send an e-mail to: jerremyd2002@yahoo.fr",Posted On: 08-Dec-2019,-1.9496584,30.06585,,,True,False
38,38,38.0,38.0,,NYARUTARAMA,"NYARUTARAMA, Rwanda","The buildings host now a great running accommodation services/business. The property is located in the District of Gasabo- and here owner wants to sell it fully only.
Description of the property:
Here are 28 FULLY FURNISHED APARTMENTS WITH 51 ROOMS self contained bedrooms, some apartments are with 3 bedrooms, other apartments are with 2 bedrooms and some others are with 1 bedroom each.
Each apartment is also with a sitting and a kitchen.
Plot size is 10,000 sqm (full hectare, making possible extension of the business by constructing here other buildings).
All facilities needed are available including a powerful automatic generator, elevators, etc.
Use of the plot is commercial C1
Sale price: US $5,200,000
N.B: The price is for full property and all the furniture available. Are you investor? Buy it today for a chance to have your own profit-making business and enjoy its benefits. For more details contact us on: +250788225193/+250728225193/+250738225193 or send an e-mail to: jerremyd2002@yahoo.fr",Posted On: 08-Dec-2019,-1.9320983,30.0964196,,,True,False
39,39,39.0,39.0,35000000.0,#NAME?,"KANOMBE, Rwanda","House for sale at kanombe/inzu igurishwa iri ahantu heza muri parcel,nini.

Ifite 4-chambres salo na salle mange,toilets 1.

Ikagira indi hanze ifite 2-chambres,na salo.
Ibikoni byo hanze.
Kuva kumuhanda kugera kunzu 8minutes.
Ni hafi yamashuri.
Price :35 000 000fres/negotiable

Ibindi bisobanuro mwahamagara kuri :0789969858",Posted On: 07-Dec-2019,-1.9617271,30.146460700000002,,,False,False
40,40,40.0,40.0,40000000.0,#NAME?,"KANOMBE, Rwanda","house for sale at kicukiro-kanombe with:

4-bedrooms and 3-bathrooms

sittinngroom annd dinningroom

inside and outside kitchen
water tank and stock
parking

price:40 000 000frws

via contact:0789969858/0739413570",Posted On: 07-Dec-2019,-1.9617271,30.146460700000002,4,3,False,True
41,41,41.0,41.0,140000000.0,KIBAGABAGA,"KIBAGABAGA, Rwanda","for more information:
call/whatsapp:0785827700

it has 5 bedroom, 4 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kibagabaga
price:140.000.000rwf",Posted On: 06-Dec-2019,-1.9342906000000002,30.117899600000005,5,4,False,True
42,42,42.0,42.0,60000000.0,KANOMBE,"KANOMBE, Rwanda","FOR MORE INFORMATION:
Call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30M
Location:kanombe
price:60.000.000rwf",Posted On: 06-Dec-2019,-1.9617271,30.146460700000002,4,3,False,True
43,43,43.0,43.0,35000000.0,KIMIRONKO,"KIMIRONKO, Rwanda",Ndagurisha inzu nziza iri kimironko mwizindiro ifite chambre 4 tuwarete 2 ni gikoni munzu amakaro hose igurishwa million 35 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,Posted On: 06-Dec-2019,-1.942618,30.1382016,4,2,False,False
44,44,44.0,44.0,2500000.0,KIMIRONKO,"KIMIRONKO, Rwanda","Ndagurisha inzu yamake iri muri pariseri nini igurishwa million 2,500,000 iri hafi nu ruganda rwa Azam uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422",Posted On: 06-Dec-2019,-1.942618,30.1382016,,,False,False
45,45,45.0,45.0,60000000.0,KIMIRONKO,"KIMIRONKO, Rwanda",Ndagurisha inzu nziza cyane iri kimironko kwa nayinzira hafi nishuri rya egisera ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu igurishwa million 60 ninzu ikomeye ifite na makorone uyishaka wahamagara 0783422422,Posted On: 06-Dec-2019,-1.942618,30.1382016,4,3,False,False
46,46,46.0,46.0,120000000.0,KIBAGABAGA,"KIBAGABAGA, Rwanda","FOR MORE INFORMATION:
Call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank,Big parking and Big garden

plot size:25/35m
location:kibagabaga
price:120.000.000rwf",Posted On: 06-Dec-2019,-1.9342906000000002,30.117899600000005,4,3,False,True
47,47,47.0,47.0,52000000.0,ZINDIRO,"ZINDIRO, Rwanda","A 3 BEDROOM HOUSE FOR SALE NEAR ZINDIRO [Rwf 52 000 000 ≈ $55615]

For pictures and details: https://www.abahuza.com/property/a-3-bedroom-house-for-sale-near-zindiro-1575632708

FOR MORE INFORMATION:

Phone/ WhatsApp: +250 788 651 421
Email: esercosltd@gmail.com
Office Address: NO 4, KN 2 Avenue, Kigali City Center (CRYSTAL PLAZA building, 2nd Floor - Upstairs of Fantastic Restaurant)",Posted On: 06-Dec-2019,-1.92860005,30.13770291,3,,False,False
48,48,48.0,48.0,55000000.0,KIMIRONKO,"KIMIRONKO, Rwanda",Ndagurisha inzu nziza cyane iri kimironko hafi nahahoze ngereza iri muri karitsiye nziza cyane igurishwa million 55 ifite chambre 4 tuwarete 2 saro saramange ni gikoni munzu uyishaka wa duhamagara kuri tel 0784969631 : 0783422422,Posted On: 06-Dec-2019,-1.942618,30.1382016,4,2,False,False
49,49,49.0,49.0,90000000.0,KIBAGABAGAAHANTUHEZA,"KIBAGABAGA, Rwanda",Iyinzu ifite ibyumba 4 saro nasaramange igikoni cyomunzu nicyohanze amakaro hose ibitanda nintebe wahamagara 0786496425 Cg 0786398288,Posted On: 06-Dec-2019,-1.9342906000000002,30.117899600000005,4,,False,False
50,50,50.0,50.0,55000000.0,KANOMBE,"KANOMBE, Rwanda","for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kanombe
price:55.000.000rwf",Posted On: 06-Dec-2019,-1.9617271,30.146460700000002,4,3,False,True
51,51,51.0,51.0,45000000.0,KIMIRONKO,"KIMIRONKO, Rwanda",Ndagurisha inzu nziza cyane iri kimironko kwa mushimire ifite chambre 4 tuwarete 2 saro saramange ni gikoni munzu igurishwa million 45 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,Posted On: 06-Dec-2019,-1.942618,30.1382016,4,2,False,False
52,52,52.0,52.0,65000000.0,REMERA,"REMERA, Rwanda","for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:remera
price:65.000.000rwf",Posted On: 06-Dec-2019,-1.54111195,29.71697484,4,3,False,True
53,53,53.0,53.0,55000000.0,KANOMBE,"KANOMBE, Rwanda","for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kanombe
price:55.000.000rwf",Posted On: 06-Dec-2019,-1.9617271,30.146460700000002,4,3,False,True
54,54,54.0,54.0,60000000.0,KANOMBE,"KANOMBE, Rwanda",Ndagurisha inzu nziza cyane iri raparisi kuri cumi na kabiri 12 ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu igurishwa million 60 iri hafi na kaburimbo uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,Posted On: 06-Dec-2019,-1.9617271,30.146460700000002,4,3,False,False
55,55,55.0,55.0,85000000.0,KIBAGABAGA,"KIBAGABAGA, Rwanda","FOR MORE INFORMATION:
Call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kibagabaga
price:85.000.000rwf",Posted On: 06-Dec-2019,-1.9342906000000002,30.117899600000005,4,3,False,True
56,56,56.0,56.0,55000000.0,KANOMBE,"KANOMBE, Rwanda",Ndagurisha inzu nziza cyane iri kanombe kuri cumi na gatanu 15 hafi na kaburimbo ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu igurishwa million 55 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,Posted On: 06-Dec-2019,-1.9617271,30.146460700000002,4,3,False,False
57,57,57.0,57.0,47000000.0,KANOMBE,"KANOMBE, Rwanda",Ndagurisha inzu nziza cyane iri kanombe kugasaraba ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu igurishwa million 47 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,Posted On: 06-Dec-2019,-1.9617271,30.146460700000002,4,3,False,False
58,58,58.0,58.0,7000000.0,KIMIRONKO,"KIMIRONKO, Rwanda",Ndagurisha inzu nziza iri hafi nu ruganda rwa Azam ifite chambre 3 na saro na magazi ibishatse wayongera ifite pariseri nini igurishwa million 7 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,Posted On: 06-Dec-2019,-1.942618,30.1382016,3,,False,False
59,59,59.0,59.0,17000000.0,KIMIRONKO,"KIMIRONKO, Rwanda",Ndagurisha inzu nziza iri masizi ifite chambre 4 na tuwarete na saro igurishwa million 17 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,Posted On: 06-Dec-2019,-1.942618,30.1382016,4,,False,False
60,60,60.0,60.0,35000000.0,KIMIRONKO,"KIMIRONKO, Rwanda",Ndagurisha inzu nziza ituzuye iri kimironko mwizindiro ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu igurishwa million 35 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,Posted On: 06-Dec-2019,-1.942618,30.1382016,4,3,False,False
61,61,61.0,61.0,24000000.0,KIMIRONKO,"KIMIRONKO, Rwanda",Ndagurisha inzu ituzuye iri masizi hafi na kimironko igurishwa million 24 ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,Posted On: 06-Dec-2019,-1.942618,30.1382016,4,3,False,False
62,62,62.0,62.0,150000000.0,GACURIRO,"GACURIRO, Rwanda","Facebookgoogle_plusLinkedInWhatsAppEmail
Very new house for sale in Gacuriro with the following details 4bedrooms 5bathroooms dinning and sitting rooms Modern kitchen and storage annexes and servant quarters ground parking and garden and oficce Plot size: 30/25 price: 150 millions For more cheaper and affordable house visit www.kiga;idealer.com Call us 0788876411",Posted On: 06-Dec-2019,,,4,,False,False
63,63,63.0,63.0,92000000.0,KANOMBE,"KANOMBE, Rwanda","A nice house for sale with 4 bedrooms 3 bathrooms kitchen inside waterheater water tank abig garden and parking, house of maids and on tarmac road at kanombe nyandundu
Whatsapp number:0722255525 price:92millions frw",Posted On: 06-Dec-2019,-1.9617271,30.146460700000002,4,3,False,True
64,64,64.0,64.0,120000000.0,GACURIRO1,"GACURIRO, Rwanda","House for sale in Gcuriro on 120 millions

For more property Visit www.kigalideale.com
Call: +250789022546
Whatssap: +250788392925

House Details:
4 bedrooms
3bathrooms
Kitchen with cabinets
annexes
Plotsize: 30/20
parking and garden with breathtaking view

For more properties Visit www.kigalidealer.com",Posted On: 06-Dec-2019,,,4,3,False,False
65,65,65.0,65.0,30000000.0,GIKONDO,"GIKONDO, Rwanda","A nice house for sale with3 bedrooms 1bathroom kitchen inside waterheater water tank abig garden and parking, house of maids and on tarmac road at gikondo
Whatsapp number:0722255525 price:30millions frw",Posted On: 06-Dec-2019,-1.9646631,30.064435800000002,3,1,False,True
66,66,66.0,66.0,63000000.0,,"KIBAGABAGA, Rwanda","House for sale in Kibagabaga on 63 millions
For more property Visit www.kigalideale.com
Call: +250789022546
Whatssap: +250788392925
House Details:
4 bedrooms
3bathrooms
Kitchen with cabinets
annexes
Plotsize: 30/20
parking and garden with breathtaking view
For more properties Visit www.kigalidealer.com",Posted On: 06-Dec-2019,-1.9342906000000002,30.117899600000005,4,3,False,False
67,67,67.0,67.0,80000000.0,80,"KIBAGABAGA, Rwanda","House for sale in kibagabaga on 80nillions
For more property Visit www.kigalideale.com
Call: +250789022546
Whatssap: +250788392925
House Details:
4 bedrooms
3bathrooms
Kitchen with cabinets
annexes
Plotsize: 30/25
parking and garden with breathtaking view
For more properties Visit www.kigalidealer.com",Posted On: 06-Dec-2019,-1.9342906000000002,30.117899600000005,4,3,False,False
68,68,68.0,68.0,73000000.0,GACURIRO,"GACURIRO, Rwanda","House for sale in Gcuriro on 73 millions
For more property Visit www.kigalideale.com
Call: +250789022546
Whatssap: +250788392925
House Details:
4 bedrooms
3bathrooms
Kitchen with cabinets
annexes
Plotsize: 30/20
parking and garden with breathtaking view
For more properties Visit www.kigalidealer.com",Posted On: 06-Dec-2019,,,4,3,False,False
69,69,69.0,69.0,47000000.0,,"KIMIRONKO, Rwanda","House for sale in Kimironko on 47nillions
For more property Visit www.kigalideale.com
Call: +250789022546
Whatssap: +250788392925
House Details:
4 bedrooms
3bathrooms
Kitchen with cabinets
annexes
Plotsize: 30/20
parking and garden with breathtaking view
For more properties Visit www.kigalidealer.com",Posted On: 06-Dec-2019,-1.942618,30.1382016,4,3,False,False
