Price,Location,MatchedDistricts,Description,Date,Lat,Lon,Bedrooms,Bathrooms,Apartment,WaterTank,distance
65000000.0,KANOMBE,KANOMBE_Rwanda,"for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kanombe
price:65.000.000rwf",2019-12-10,-0.030861368851248683,0.020098637437328648,4.0,3.0,0.0,1.0,36.82905529890783
65000000.0,KANOMBE,KANOMBE_Rwanda,"for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kanombe
price:65.000.000rwf",2019-12-10,-0.030861368851248683,0.020098637437328648,4.0,3.0,0.0,1.0,36.82905529890783
65000000.0,,,"Ifite ibyumba 4
nadushe natuwarete 3
nasaro nasaramanje
nakwizine nannexes
0784455496
0785477479",2019-12-09,,,4.0,3.0,0.0,0.0,75.15351737562642
80000000.0,,,"Ifite ibyumba 4
nadushe natuwarete 3
nakwizine nannexes
0784455496
0785477479",2019-12-09,,,4.0,3.0,0.0,0.0,75.15351737562642
20000000.0,KAGUGU,KAGUGU_Rwanda,"This is a new and well located house in kagugu build with strong materials. it has a big annex which is rent at60 000RWF Iyi nzu iri kagugu ahantu heza cyane kagugu ikaba yubatswe na block, ikaba ifite nindi nzu kuruhande ya annexe yinjiza 60 000Rwf. Details: .house:-3bedrooms,1bathrooms,dinning and sitting rooms,boy’s quarters, 2cars parking .Annex:-2bedrooms,1bathroom,dinning and sitting room,boy’quarters price:20millions www.kigalidealers.com 0788876411 0788876411(whatsApp)",2019-12-09,0.01811863114875134,-0.03998116256266826,3.0,1.0,0.0,0.0,43.89508121153221
75000000.0,,,"Ifite ibyumba 5
nadushe natuwarete 3
nakwizine nannexes
0784455496
0785477479",2019-12-09,,,5.0,3.0,0.0,0.0,75.15351737562642
100000000.0,,,"Ifite ibyumba 4
nadushe natuwarete 3
nakwizine nannexes
irahantu heza cyane
mwaduhamagara
0784455496
0785477479",2019-12-09,,,4.0,3.0,0.0,0.0,75.15351737562642
35000000.0,KIMIRONKO,KIMIRONKO_Rwanda,Ndagurisha inzu nziza iri kimironko mwizindiro ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu igurishwa million 35 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,2019-12-09,-0.011752268851248582,0.011839537437328573,4.0,3.0,0.0,0.0,16.682040339297004
60000000.0,KANOMBE,KANOMBE_Rwanda,Ndagurisha inzu nziza cyane iri raparisi kuri cumi na kabiri hafi na kaburimbo ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu igurishwa million 60 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,2019-12-09,-0.030861368851248683,0.020098637437328648,4.0,3.0,0.0,0.0,36.82905529890783
55000000.0,KANOMBE,KANOMBE_Rwanda,Ndagurisha inzu nziza cyane iri cumi na gatanu hafi na kaburimbo igurishwa million 55 ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,2019-12-09,-0.030861368851248683,0.020098637437328648,4.0,3.0,0.0,0.0,36.82905529890783
120000000.0,GACURIRO,GACURIRO_Rwanda,"Facebookgoogle_plusLinkedInWhatsAppEmail
Very new house for sale in Gacuriro with the following details 4bedrooms 4bathroooms dinning and sitting rooms Modern kitchen and storage annexes and servant quarters ground parking and garden and oficce Plot size: 30/25 price: 120millions For more cheaper and affordable house visit www.kiga;idealer.com Call us 0788876411",2019-12-09,,,4.0,3.0,0.0,0.0,75.15351737562642
23000000.0,GISOZI,GISOZI_Rwanda,KIGALI DEALERS REAL ESTATE ( Buy ; Sell ; Rent your Properties with Us In RWANDA!) FOR MORE visit www.kigalidealer.com your Property’Hunter Call us on 0788876411 iyi nzu iri Gisozi ahantu heza cyane hafi na kaburembo kandi nayo ninziza irimo na makaro ikaba igurishwa amafaranga angana na 23milion ifite ibyumba 3tuwarete1 na salo na salamange contact;www.kigalidealer.com call;0788876411 or whatssApp,2019-12-09,0.014447831148751478,-0.038393562562671235,3.0,1.0,0.0,0.0,41.02201203203695
24000000.0,KIMIRONKO,KIMIRONKO_Rwanda,Ndagurisha inzu ituzuye iri masizi ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu igurishwa million 24 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,2019-12-09,-0.011752268851248582,0.011839537437328573,4.0,3.0,0.0,0.0,16.682040339297004
75000000.0,GACURIRO,GACURIRO_Rwanda,"From more properties visit www.kigalidealer.com
Call +250788876411
Whatssap: +250788876411
Gacuriro house for sale, this house is well located very closer to the main road
4bedrooms, with worldrobes 3bathrooms, office, diinning and sitting rooms, kichen with cabinets, boy's quarters and annexes
price: 75,000,000FRW
or more visit houses www.kigalidealer.com",2019-12-09,,,4.0,3.0,0.0,0.0,75.15351737562642
47000000.0,KANOMBE,KANOMBE_Rwanda,Ndagurisha inzu iri kanombe ku gasaraba ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu igurishwa million47uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,2019-12-09,-0.030861368851248683,0.020098637437328648,4.0,3.0,0.0,0.0,36.82905529890783
65000000.0,KIBAGABAGA,KIBAGABAGA_Rwanda,"For more properties visit www.kigalidealer.com
Call +250788876411
Whatssap: +250788876411
Kibagabaga house for rent, this house is well located very closer to the main road
4bedrooms, with worldrobes 3bathrooms, office, diinning and sitting rooms, kichen with cabinets, boy's quarters and annexes
price: 65,000,000 FRW
or more visit houses www.kigalidealer.com",2019-12-09,-0.003424868851248597,-0.008462462562665252,4.0,3.0,0.0,0.0,9.129238701708035
2500000.0,KIMIRONKO,KIMIRONKO_Rwanda,"Ndagurisha inzu yamake iri hafi nu ruganda rwa Azam iri muri pariseri nini igurishwa million 2,500,000 ugurishwa iri kumuhanda uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422",2019-12-09,-0.011752268851248582,0.011839537437328573,4.0,3.0,0.0,0.0,16.682040339297004
7000000.0,KIMIRONKO,KIMIRONKO_Rwanda,Ndagurisha inzu yamake iri hafi nuruganda rwa Azam ifite chambre 3 na saro na magaze ifite ibyangombwa ubishaka wayongera ifite pariseri nini igurishwa million 7 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,2019-12-09,-0.011752268851248582,0.011839537437328573,3.0,3.0,0.0,0.0,16.682040339297004
60000000.0,KIMIRONKO,KIMIRONKO_Rwanda,Ndagurisha inzu nziza cyane ikomeye ifite na makorone igurishwa million 60 iri kimironko kwa nayinzira hafi nishuri rya egisera ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu uyishaka wa duhamagara kuri 0783422422,2019-12-09,-0.011752268851248582,0.011839537437328573,4.0,3.0,0.0,0.0,16.682040339297004
20000000.0,GASABONEARZINDIRO,GASABO_Rwanda,"Ni amazu yo kwinjiza amafaranga aherereye muri GASABO hafi ya ZINDIRO KWA NAYINZIRA Igiciro ni:20,000,000 Welcome 'Call:0788414950",2019-12-08,-0.021441868851248547,0.04411743743732899,4.0,3.0,0.0,0.0,49.05203386069511
400000000.0,KIMIHURURA,KIMIHURURA_Rwanda,"This Modern house available for sell in Kimihurura. Good residential location close to the city center. Lively neighborhood with tarmac road access. The house has all basic facilities, a big parking and front yard with covered parking. Has a big garden on the side and a staff house in the back of the main house.
Inside is a living and dining room, big and spacious. 5 bedrooms, with a self contained master bedroom and 2 bathrooms used by the 3 rooms. Close to the dining room is a kitchen that is big and fitted with cabinets, as well as a storage room. 10 minutes drive to the city center on a busy day, and less than 7 minutes on a good day. It is sold at 400,000,000RWF and rented at 2,500 USD when fully furnished and 2,000USD without furniture
For more details contact us on: +250788225193 whatsapp: +250782021688 or send an email to: jerremyd2002@yahoo.fr",2019-12-08,-0.02196706885124855,-0.044608962562669774,5.0,2.0,0.0,0.0,49.724356756354005
220000000.0,GISOZI,GISOZI_Rwanda,"7 NOVA CONSTRUCTION LTD Is proud to announce that we are selling a very nice Commercial plot located in a fast well developed prime area of Kigali city surely Kagugu. They boast of a magnificent overlooks of whole Kigali City, suitable for:

• Sundries shop / grocery

• Barber shop / hair salon

• Laundry / dry cleaning shop
Permitted Uses
• Small scale food and beverage outlets (e.g. cafes)

not exceeding 50 seats

•
Neighbourhood Park

• Park related public facilities such as public toilets/


changing rooms

•
Markets


•
Public facilities

•
Petrol stations
Conditional Uses
•
Apartment (on the 2nd storey and above)

But also residential single and multifamily houses, Schoools, Church, apartment development or Hotel. It measures 5296sqm(50m*105m) and sold at 200,000,000RWF. For more details contact us on:+250788225193/+250728225193/+250738225193 or send an e-mail to: jerremyd2002@yahoo.fr",2019-12-08,0.014447831148751478,-0.038393562562671235,4.0,3.0,1.0,0.0,41.02201203203695
35000000.0,#NAME?,KANOMBE_Rwanda,"House for sale at kanombe/inzu igurishwa iri ahantu heza muri parcel,nini.

Ifite 4-chambres salo na salle mange,toilets 1.

Ikagira indi hanze ifite 2-chambres,na salo.
Ibikoni byo hanze.
Kuva kumuhanda kugera kunzu 8minutes.
Ni hafi yamashuri.
Price :35 000 000fres/negotiable

Ibindi bisobanuro mwahamagara kuri :0789969858",2019-12-07,-0.030861368851248683,0.020098637437328648,4.0,3.0,0.0,0.0,36.82905529890783
40000000.0,#NAME?,KANOMBE_Rwanda,"house for sale at kicukiro-kanombe with:

4-bedrooms and 3-bathrooms

sittinngroom annd dinningroom

inside and outside kitchen
water tank and stock
parking

price:40 000 000frws

via contact:0789969858/0739413570",2019-12-07,-0.030861368851248683,0.020098637437328648,4.0,3.0,0.0,1.0,36.82905529890783
140000000.0,KIBAGABAGA,KIBAGABAGA_Rwanda,"for more information:
call/whatsapp:0785827700

it has 5 bedroom, 4 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kibagabaga
price:140.000.000rwf",2019-12-06,-0.003424868851248597,-0.008462462562665252,5.0,4.0,0.0,1.0,9.129238701708035
60000000.0,KANOMBE,KANOMBE_Rwanda,"FOR MORE INFORMATION:
Call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30M
Location:kanombe
price:60.000.000rwf",2019-12-06,-0.030861368851248683,0.020098637437328648,4.0,3.0,0.0,1.0,36.82905529890783
35000000.0,KIMIRONKO,KIMIRONKO_Rwanda,Ndagurisha inzu nziza iri kimironko mwizindiro ifite chambre 4 tuwarete 2 ni gikoni munzu amakaro hose igurishwa million 35 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,2019-12-06,-0.011752268851248582,0.011839537437328573,4.0,2.0,0.0,0.0,16.682040339297004
2500000.0,KIMIRONKO,KIMIRONKO_Rwanda,"Ndagurisha inzu yamake iri muri pariseri nini igurishwa million 2,500,000 iri hafi nu ruganda rwa Azam uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422",2019-12-06,-0.011752268851248582,0.011839537437328573,4.0,3.0,0.0,0.0,16.682040339297004
60000000.0,KIMIRONKO,KIMIRONKO_Rwanda,Ndagurisha inzu nziza cyane iri kimironko kwa nayinzira hafi nishuri rya egisera ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu igurishwa million 60 ninzu ikomeye ifite na makorone uyishaka wahamagara 0783422422,2019-12-06,-0.011752268851248582,0.011839537437328573,4.0,3.0,0.0,0.0,16.682040339297004
120000000.0,KIBAGABAGA,KIBAGABAGA_Rwanda,"FOR MORE INFORMATION:
Call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank,Big parking and Big garden

plot size:25/35m
location:kibagabaga
price:120.000.000rwf",2019-12-06,-0.003424868851248597,-0.008462462562665252,4.0,3.0,0.0,1.0,9.129238701708035
52000000.0,ZINDIRO,ZINDIRO_Rwanda,"A 3 BEDROOM HOUSE FOR SALE NEAR ZINDIRO [Rwf 52 000 000 ≈ $55615]

For pictures and details: https://www.abahuza.com/property/a-3-bedroom-house-for-sale-near-zindiro-1575632708

FOR MORE INFORMATION:

Phone/ WhatsApp: +250 788 651 421
Email: esercosltd@gmail.com
Office Address: NO 4, KN 2 Avenue, Kigali City Center (CRYSTAL PLAZA building, 2nd Floor - Upstairs of Fantastic Restaurant)",2019-12-06,0.002265681148751364,0.011340847437331547,3.0,3.0,0.0,0.0,11.564952730756698
55000000.0,KIMIRONKO,KIMIRONKO_Rwanda,Ndagurisha inzu nziza cyane iri kimironko hafi nahahoze ngereza iri muri karitsiye nziza cyane igurishwa million 55 ifite chambre 4 tuwarete 2 saro saramange ni gikoni munzu uyishaka wa duhamagara kuri tel 0784969631 : 0783422422,2019-12-06,-0.011752268851248582,0.011839537437328573,4.0,2.0,0.0,0.0,16.682040339297004
90000000.0,KIBAGABAGAAHANTUHEZA,KIBAGABAGA_Rwanda,Iyinzu ifite ibyumba 4 saro nasaramange igikoni cyomunzu nicyohanze amakaro hose ibitanda nintebe wahamagara 0786496425 Cg 0786398288,2019-12-06,-0.003424868851248597,-0.008462462562665252,4.0,3.0,0.0,0.0,9.129238701708035
55000000.0,KANOMBE,KANOMBE_Rwanda,"for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kanombe
price:55.000.000rwf",2019-12-06,-0.030861368851248683,0.020098637437328648,4.0,3.0,0.0,1.0,36.82905529890783
45000000.0,KIMIRONKO,KIMIRONKO_Rwanda,Ndagurisha inzu nziza cyane iri kimironko kwa mushimire ifite chambre 4 tuwarete 2 saro saramange ni gikoni munzu igurishwa million 45 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,2019-12-06,-0.011752268851248582,0.011839537437328573,4.0,2.0,0.0,0.0,16.682040339297004
65000000.0,REMERA,REMERA_Rwanda,"for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:remera
price:65.000.000rwf",2019-12-06,0.3897537811487515,-0.4093872225626711,4.0,3.0,0.0,1.0,565.248536413255
55000000.0,KANOMBE,KANOMBE_Rwanda,"for more information:
call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kanombe
price:55.000.000rwf",2019-12-06,-0.030861368851248683,0.020098637437328648,4.0,3.0,0.0,1.0,36.82905529890783
60000000.0,KANOMBE,KANOMBE_Rwanda,Ndagurisha inzu nziza cyane iri raparisi kuri cumi na kabiri 12 ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu igurishwa million 60 iri hafi na kaburimbo uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,2019-12-06,-0.030861368851248683,0.020098637437328648,4.0,3.0,0.0,0.0,36.82905529890783
85000000.0,KIBAGABAGA,KIBAGABAGA_Rwanda,"FOR MORE INFORMATION:
Call/whatsapp:0785827700

it has 4 bedroom, 3 bathroom, sitting room, dinning room, kitchen, store, annex, water tank, parking and garden

plot size:25/30m
location:kibagabaga
price:85.000.000rwf",2019-12-06,-0.003424868851248597,-0.008462462562665252,4.0,3.0,0.0,1.0,9.129238701708035
55000000.0,KANOMBE,KANOMBE_Rwanda,Ndagurisha inzu nziza cyane iri kanombe kuri cumi na gatanu 15 hafi na kaburimbo ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu igurishwa million 55 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,2019-12-06,-0.030861368851248683,0.020098637437328648,4.0,3.0,0.0,0.0,36.82905529890783
47000000.0,KANOMBE,KANOMBE_Rwanda,Ndagurisha inzu nziza cyane iri kanombe kugasaraba ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu igurishwa million 47 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,2019-12-06,-0.030861368851248683,0.020098637437328648,4.0,3.0,0.0,0.0,36.82905529890783
7000000.0,KIMIRONKO,KIMIRONKO_Rwanda,Ndagurisha inzu nziza iri hafi nu ruganda rwa Azam ifite chambre 3 na saro na magazi ibishatse wayongera ifite pariseri nini igurishwa million 7 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,2019-12-06,-0.011752268851248582,0.011839537437328573,3.0,3.0,0.0,0.0,16.682040339297004
17000000.0,KIMIRONKO,KIMIRONKO_Rwanda,Ndagurisha inzu nziza iri masizi ifite chambre 4 na tuwarete na saro igurishwa million 17 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,2019-12-06,-0.011752268851248582,0.011839537437328573,4.0,3.0,0.0,0.0,16.682040339297004
35000000.0,KIMIRONKO,KIMIRONKO_Rwanda,Ndagurisha inzu nziza ituzuye iri kimironko mwizindiro ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu igurishwa million 35 uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,2019-12-06,-0.011752268851248582,0.011839537437328573,4.0,3.0,0.0,0.0,16.682040339297004
24000000.0,KIMIRONKO,KIMIRONKO_Rwanda,Ndagurisha inzu ituzuye iri masizi hafi na kimironko igurishwa million 24 ifite chambre 4 tuwarete 3 saro saramange ni gikoni munzu uyishaka wa duhamagara kuri tel 0784969631 whatsap 0783422422,2019-12-06,-0.011752268851248582,0.011839537437328573,4.0,3.0,0.0,0.0,16.682040339297004
150000000.0,GACURIRO,GACURIRO_Rwanda,"Facebookgoogle_plusLinkedInWhatsAppEmail
Very new house for sale in Gacuriro with the following details 4bedrooms 5bathroooms dinning and sitting rooms Modern kitchen and storage annexes and servant quarters ground parking and garden and oficce Plot size: 30/25 price: 150 millions For more cheaper and affordable house visit www.kiga;idealer.com Call us 0788876411",2019-12-06,,,4.0,3.0,0.0,0.0,75.15351737562642
92000000.0,KANOMBE,KANOMBE_Rwanda,"A nice house for sale with 4 bedrooms 3 bathrooms kitchen inside waterheater water tank abig garden and parking, house of maids and on tarmac road at kanombe nyandundu
Whatsapp number:0722255525 price:92millions frw",2019-12-06,-0.030861368851248683,0.020098637437328648,4.0,3.0,0.0,1.0,36.82905529890783
120000000.0,GACURIRO1,GACURIRO_Rwanda,"House for sale in Gcuriro on 120 millions

For more property Visit www.kigalideale.com
Call: +250789022546
Whatssap: +250788392925

House Details:
4 bedrooms
3bathrooms
Kitchen with cabinets
annexes
Plotsize: 30/20
parking and garden with breathtaking view

For more properties Visit www.kigalidealer.com",2019-12-06,,,4.0,3.0,0.0,0.0,75.15351737562642
30000000.0,GIKONDO,GIKONDO_Rwanda,"A nice house for sale with3 bedrooms 1bathroom kitchen inside waterheater water tank abig garden and parking, house of maids and on tarmac road at gikondo
Whatsapp number:0722255525 price:30millions frw",2019-12-06,-0.03379736885124873,-0.06192626256267175,3.0,1.0,0.0,1.0,70.5487358940493
63000000.0,,KIBAGABAGA_Rwanda,"House for sale in Kibagabaga on 63 millions
For more property Visit www.kigalideale.com
Call: +250789022546
Whatssap: +250788392925
House Details:
4 bedrooms
3bathrooms
Kitchen with cabinets
annexes
Plotsize: 30/20
parking and garden with breathtaking view
For more properties Visit www.kigalidealer.com",2019-12-06,-0.003424868851248597,-0.008462462562665252,4.0,3.0,0.0,0.0,9.129238701708035
80000000.0,80,KIBAGABAGA_Rwanda,"House for sale in kibagabaga on 80nillions
For more property Visit www.kigalideale.com
Call: +250789022546
Whatssap: +250788392925
House Details:
4 bedrooms
3bathrooms
Kitchen with cabinets
annexes
Plotsize: 30/25
parking and garden with breathtaking view
For more properties Visit www.kigalidealer.com",2019-12-06,-0.003424868851248597,-0.008462462562665252,4.0,3.0,0.0,0.0,9.129238701708035
73000000.0,GACURIRO,GACURIRO_Rwanda,"House for sale in Gcuriro on 73 millions
For more property Visit www.kigalideale.com
Call: +250789022546
Whatssap: +250788392925
House Details:
4 bedrooms
3bathrooms
Kitchen with cabinets
annexes
Plotsize: 30/20
parking and garden with breathtaking view
For more properties Visit www.kigalidealer.com",2019-12-06,,,4.0,3.0,0.0,0.0,75.15351737562642
47000000.0,,KIMIRONKO_Rwanda,"House for sale in Kimironko on 47nillions
For more property Visit www.kigalideale.com
Call: +250789022546
Whatssap: +250788392925
House Details:
4 bedrooms
3bathrooms
Kitchen with cabinets
annexes
Plotsize: 30/20
parking and garden with breathtaking view
For more properties Visit www.kigalidealer.com",2019-12-06,-0.011752268851248582,0.011839537437328573,4.0,3.0,0.0,0.0,16.682040339297004
52000000.0,KANOMBE,KANOMBE_Rwanda,"kivu property real estate

CALL: 0788817157
WHATSAPP: 0788251510

House for sale at KANOMBE
with 4bedrooms,3bathrooms, kitchen/

inzu igurishwa KANOMBE

Plot size:40mx30m
Price:52,000,000 frw

Call:0788817157
(WhatsApp):0788251510",2019-12-06,-0.030861368851248683,0.020098637437328648,4.0,3.0,0.0,0.0,36.82905529890783
50000000.0,KANOMBE,KANOMBE_Rwanda,"kivu property real estate

CALL: 0788817157
WHATSAPP: 0788251510

House for sale at KANOMBE
with 4bedrooms,3bathrooms, kitchen/

inzu igurishwa KANOMBE

Plot size:40mx30m
Price:50,000,000 frw

Call:0788817157
(WhatsApp):0788251510",2019-12-06,-0.030861368851248683,0.020098637437328648,4.0,3.0,0.0,0.0,36.82905529890783
25000000.0,KAGARAMA,KAGARAMA_Rwanda,"kivu property real estate

CALL: 0788817157
WHATSAPP: 0788251510

House for sale at KAGARAMA
with 4bedrooms,3bathrooms, kitchen/

inzu igurishwa KAGARAMA

Plot size:40mx30m
Price:25,000,000 frw

Call:0788817157
(WhatsApp):0788251510",2019-12-06,-0.06207846885124857,-0.011524962562663887,4.0,3.0,0.0,0.0,63.139219641885376
22000000.0,NYAMATA,NYAMATA_Rwanda,"kivu property real estate

CALL: 0788817157
WHATSAPP: 0788251510

House for sale at NYAMATA
with 4bedrooms,3bathrooms, kitchen/

inzu igurishwa NYAMATA

Plot size:20mx30m
Price:22,000,000 frw

Call:0788817157
(WhatsApp):0788251510",2019-12-06,-0.21994166885124877,-0.00548923256267031,4.0,3.0,0.0,0.0,220.0101574273321
15000000.0,KANOMBE,KANOMBE_Rwanda,"kivu property real estate

CALL: 0788817157
WHATSAPP: 0788251510

House for sale at KANOMBE
with 4bedrooms,3bathrooms, kitchen/

inzu igurishwa KANOMBE

Plot size:20mx30m
Price:15,000,000 frw

Call:0788817157
(WhatsApp):0788251510",2019-12-06,-0.030861368851248683,0.020098637437328648,4.0,3.0,0.0,0.0,36.82905529890783
40000000.0,KANOMBE,KANOMBE_Rwanda,"kivu property real estate

CALL: 0788817157
WHATSAPP: 0788251510

House for sale at KANOMBE
with 4bedrooms,3bathrooms, kitchen/

inzu igurishwa KANOMBE

Plot size:20mx30m
Price:40,000,000 frw

Call:0788817157
(WhatsApp):0788251510",2019-12-06,-0.030861368851248683,0.020098637437328648,4.0,3.0,0.0,0.0,36.82905529890783
